,season,match_id,match_name,home_team,away_team,venue,current_innings,innings_id,fullName,runs,ballsFaced,minutes,fours,sixes,strikeRate,isNotOut
0,2022,1298179,ENG v PAK,PAK,ENG,Melbourne Cricket Ground,PAK,1,Mohammad Rizwan,15,14,24,0,1,107.14,False
1,2022,1298179,ENG v PAK,PAK,ENG,Melbourne Cricket Ground,PAK,1,Babar Azam,32,28,58,2,0,114.28,False
2,2022,1298179,ENG v PAK,PAK,ENG,Melbourne Cricket Ground,PAK,1,Mohammad Haris,8,12,15,1,0,66.66,False
3,2022,1298179,ENG v PAK,PAK,ENG,Melbourne Cricket Ground,PAK,1,Shan Masood,38,28,46,2,1,135.71,False
4,2022,1298179,ENG v PAK,PAK,ENG,Melbourne Cricket Ground,PAK,1,Iftikhar Ahmed,0,6,8,0,0,0.00,False
5,2022,1298179,ENG v PAK,PAK,ENG,Melbourne Cricket Ground,PAK,1,Shadab Khan,20,14,26,2,0,142.85,False
6,2022,1298179,ENG v PAK,PAK,ENG,Melbourne Cricket Ground,PAK,1,Mohammad Nawaz,5,7,11,0,0,71.42,False
7,2022,1298179,ENG v PAK,PAK,ENG,Melbourne Cricket Ground,PAK,1,Mohammad Wasim,4,8,12,0,0,50.00,False
8,2022,1298179,ENG v PAK,PAK,ENG,Melbourne Cricket Ground,PAK,1,Shaheen Shah Afridi,5,3,8,1,0,166.66,True
9,2022,1298179,ENG v PAK,PAK,ENG,Melbourne Cricket Ground,PAK,1,Haris Rauf,1,1,3,0,0,100.00,True
10,2022,1298179,ENG v PAK,PAK,ENG,Melbourne Cricket Ground,ENG,2,Jos Buttler,26,17,33,3,1,152.94,False
11,2022,1298179,ENG v PAK,PAK,ENG,Melbourne Cricket Ground,ENG,2,Alex Hales,1,2,6,0,0,50.00,False
12,2022,1298179,ENG v PAK,PAK,ENG,Melbourne Cricket Ground,ENG,2,Phil Salt,10,9,16,2,0,111.11,False
13,2022,1298179,ENG v PAK,PAK,ENG,Melbourne Cricket Ground,ENG,2,Ben Stokes,52,49,81,5,1,106.12,True
14,2022,1298179,ENG v PAK,PAK,ENG,Melbourne Cricket Ground,ENG,2,Harry Brook,20,23,36,1,0,86.95,False
15,2022,1298179,ENG v PAK,PAK,ENG,Melbourne Cricket Ground,ENG,2,Moeen Ali,19,12,30,3,0,158.33,False
16,2022,1298179,ENG v PAK,PAK,ENG,Melbourne Cricket Ground,ENG,2,Liam Livingstone,1,2,3,0,0,50.00,True
17,2022,1298178,ENG v INDIA,INDIA,ENG,Adelaide Oval,INDIA,1,KL Rahul,5,5,8,1,0,100.00,False
18,2022,1298178,ENG v INDIA,INDIA,ENG,Adelaide Oval,INDIA,1,Rohit Sharma,27,28,37,4,0,96.42,False
19,2022,1298178,ENG v INDIA,INDIA,ENG,Adelaide Oval,INDIA,1,Virat Kohli,50,40,75,4,1,125.00,False
20,2022,1298178,ENG v INDIA,INDIA,ENG,Adelaide Oval,INDIA,1,Suryakumar Yadav,14,10,14,1,1,140.00,False
21,2022,1298178,ENG v INDIA,INDIA,ENG,Adelaide Oval,INDIA,1,Hardik Pandya,63,33,47,4,5,190.90,False
22,2022,1298178,ENG v INDIA,INDIA,ENG,Adelaide Oval,INDIA,1,Rishabh Pant,6,4,13,1,0,150.00,False
23,2022,1298178,ENG v INDIA,INDIA,ENG,Adelaide Oval,INDIA,1,Ravichandran Ashwin,0,0,4,0,0,-,True
24,2022,1298178,ENG v INDIA,INDIA,ENG,Adelaide Oval,ENG,2,Jos Buttler,80,49,74,9,3,163.26,True
25,2022,1298178,ENG v INDIA,INDIA,ENG,Adelaide Oval,ENG,2,Alex Hales,86,47,74,4,7,182.97,True
26,2022,1298177,NZ v PAK,NZ,PAK,Sydney Cricket Ground,NZ,1,Finn Allen,4,3,6,1,0,133.33,False
27,2022,1298177,NZ v PAK,NZ,PAK,Sydney Cricket Ground,NZ,1,Devon Conway,21,20,35,3,0,105.00,False
28,2022,1298177,NZ v PAK,NZ,PAK,Sydney Cricket Ground,NZ,1,Kane Williamson,46,42,81,1,1,109.52,False
29,2022,1298177,NZ v PAK,NZ,PAK,Sydney Cricket Ground,NZ,1,Glenn Phillips,6,8,9,1,0,75.00,False
30,2022,1298177,NZ v PAK,NZ,PAK,Sydney Cricket Ground,NZ,1,Daryl Mitchell,53,35,60,3,1,151.42,True
31,2022,1298177,NZ v PAK,NZ,PAK,Sydney Cricket Ground,NZ,1,James Neesham,16,12,19,1,0,133.33,True
32,2022,1298177,NZ v PAK,NZ,PAK,Sydney Cricket Ground,PAK,2,Mohammad Rizwan,57,43,77,5,0,132.55,False
33,2022,1298177,NZ v PAK,NZ,PAK,Sydney Cricket Ground,PAK,2,Babar Azam,53,42,56,7,0,126.19,False
34,2022,1298177,NZ v PAK,NZ,PAK,Sydney Cricket Ground,PAK,2,Mohammad Haris,30,26,32,2,1,115.38,False
35,2022,1298177,NZ v PAK,NZ,PAK,Sydney Cricket Ground,PAK,2,Shan Masood,3,4,13,0,0,75.00,True
36,2022,1298177,NZ v PAK,NZ,PAK,Sydney Cricket Ground,PAK,2,Iftikhar Ahmed,0,0,3,0,0,-,True
37,2022,1298176,INDIA v ZIM,INDIA,ZIM,Melbourne Cricket Ground,INDIA,1,KL Rahul,51,35,59,3,3,145.71,False
38,2022,1298176,INDIA v ZIM,INDIA,ZIM,Melbourne Cricket Ground,INDIA,1,Rohit Sharma,15,13,20,2,0,115.38,False
39,2022,1298176,INDIA v ZIM,INDIA,ZIM,Melbourne Cricket Ground,INDIA,1,Virat Kohli,26,25,36,2,0,104.00,False
40,2022,1298176,INDIA v ZIM,INDIA,ZIM,Melbourne Cricket Ground,INDIA,1,Suryakumar Yadav,61,25,44,6,4,244.00,True
41,2022,1298176,INDIA v ZIM,INDIA,ZIM,Melbourne Cricket Ground,INDIA,1,Rishabh Pant,3,5,7,0,0,60.00,False
42,2022,1298176,INDIA v ZIM,INDIA,ZIM,Melbourne Cricket Ground,INDIA,1,Hardik Pandya,18,18,29,2,0,100.00,False
43,2022,1298176,INDIA v ZIM,INDIA,ZIM,Melbourne Cricket Ground,INDIA,1,Axar Patel,0,0,6,0,0,-,True
44,2022,1298176,INDIA v ZIM,INDIA,ZIM,Melbourne Cricket Ground,ZIM,2,Wessly Madhevere,0,1,1,0,0,0.00,False
45,2022,1298176,INDIA v ZIM,INDIA,ZIM,Melbourne Cricket Ground,ZIM,2,Craig Ervine,13,15,37,2,0,86.66,False
46,2022,1298176,INDIA v ZIM,INDIA,ZIM,Melbourne Cricket Ground,ZIM,2,Regis Chakabva,0,6,9,0,0,0.00,False
47,2022,1298176,INDIA v ZIM,INDIA,ZIM,Melbourne Cricket Ground,ZIM,2,Sean Williams,11,18,22,0,1,61.11,False
48,2022,1298176,INDIA v ZIM,INDIA,ZIM,Melbourne Cricket Ground,ZIM,2,Sikandar Raza,34,24,53,3,0,141.66,False
49,2022,1298176,INDIA v ZIM,INDIA,ZIM,Melbourne Cricket Ground,ZIM,2,Tony Munyonga,5,4,6,1,0,125.00,False
50,2022,1298176,INDIA v ZIM,INDIA,ZIM,Melbourne Cricket Ground,ZIM,2,Ryan Burl,35,22,27,5,1,159.09,False
51,2022,1298176,INDIA v ZIM,INDIA,ZIM,Melbourne Cricket Ground,ZIM,2,Wellington Masakadza,1,7,8,0,0,14.28,False
52,2022,1298176,INDIA v ZIM,INDIA,ZIM,Melbourne Cricket Ground,ZIM,2,Richard Ngarava,1,2,4,0,0,50.00,False
53,2022,1298176,INDIA v ZIM,INDIA,ZIM,Melbourne Cricket Ground,ZIM,2,Tendai Chatara,4,4,11,1,0,100.00,False
54,2022,1298176,INDIA v ZIM,INDIA,ZIM,Melbourne Cricket Ground,ZIM,2,Blessing Muzarabani,0,2,5,0,0,0.00,True
55,2022,1298175,BAN v PAK,BAN,PAK,Adelaide Oval,BAN,1,Najmul Hossain Shanto,54,48,66,7,0,112.50,False
56,2022,1298175,BAN v PAK,BAN,PAK,Adelaide Oval,BAN,1,Litton Das,10,8,15,0,1,125.00,False
57,2022,1298175,BAN v PAK,BAN,PAK,Adelaide Oval,BAN,1,Soumya Sarkar,20,17,38,1,1,117.64,False
58,2022,1298175,BAN v PAK,BAN,PAK,Adelaide Oval,BAN,1,Shakib Al Hasan,0,1,4,0,0,0.00,False
59,2022,1298175,BAN v PAK,BAN,PAK,Adelaide Oval,BAN,1,Afif Hossain,24,20,47,3,0,120.00,True
60,2022,1298175,BAN v PAK,BAN,PAK,Adelaide Oval,BAN,1,Mosaddek Hossain,5,11,17,0,0,45.45,False
61,2022,1298175,BAN v PAK,BAN,PAK,Adelaide Oval,BAN,1,Nurul Hasan,0,3,4,0,0,0.00,False
62,2022,1298175,BAN v PAK,BAN,PAK,Adelaide Oval,BAN,1,Taskin Ahmed,1,5,8,0,0,20.00,False
63,2022,1298175,BAN v PAK,BAN,PAK,Adelaide Oval,BAN,1,Nasum Ahmed,7,6,9,1,0,116.66,False
64,2022,1298175,BAN v PAK,BAN,PAK,Adelaide Oval,BAN,1,Mustafizur Rahman,0,1,1,0,0,0.00,True
65,2022,1298175,BAN v PAK,BAN,PAK,Adelaide Oval,PAK,2,Mohammad Rizwan,32,32,51,2,1,100.00,False
66,2022,1298175,BAN v PAK,BAN,PAK,Adelaide Oval,PAK,2,Babar Azam,25,33,46,2,0,75.75,False
67,2022,1298175,BAN v PAK,BAN,PAK,Adelaide Oval,PAK,2,Mohammad Nawaz,4,11,27,0,0,36.36,False
68,2022,1298175,BAN v PAK,BAN,PAK,Adelaide Oval,PAK,2,Mohammad Haris,31,18,31,1,2,172.22,False
69,2022,1298175,BAN v PAK,BAN,PAK,Adelaide Oval,PAK,2,Shan Masood,24,14,20,2,0,171.42,True
70,2022,1298175,BAN v PAK,BAN,PAK,Adelaide Oval,PAK,2,Iftikhar Ahmed,1,3,8,0,0,33.33,False
71,2022,1298175,BAN v PAK,BAN,PAK,Adelaide Oval,PAK,2,Shadab Khan,0,0,2,0,0,-,True
72,2022,1298174,NED v SA,NED,SA,Adelaide Oval,NED,1,Stephan Myburgh,37,30,41,7,0,123.33,False
73,2022,1298174,NED v SA,NED,SA,Adelaide Oval,NED,1,Max O'Dowd,29,31,61,1,1,93.54,False
74,2022,1298174,NED v SA,NED,SA,Adelaide Oval,NED,1,Tom Cooper,35,19,30,2,2,184.21,False
75,2022,1298174,NED v SA,NED,SA,Adelaide Oval,NED,1,Colin Ackermann,41,26,31,3,2,157.69,True
76,2022,1298174,NED v SA,NED,SA,Adelaide Oval,NED,1,Bas de Leede,1,7,11,0,0,14.28,False
77,2022,1298174,NED v SA,NED,SA,Adelaide Oval,NED,1,Scott Edwards,12,7,11,2,0,171.42,True
78,2022,1298174,NED v SA,NED,SA,Adelaide Oval,SA,2,Quinton de Kock,13,13,12,1,1,100.00,False
79,2022,1298174,NED v SA,NED,SA,Adelaide Oval,SA,2,Temba Bavuma,20,20,26,2,0,100.00,False
80,2022,1298174,NED v SA,NED,SA,Adelaide Oval,SA,2,Rilee Rossouw,25,19,29,2,0,131.57,False
81,2022,1298174,NED v SA,NED,SA,Adelaide Oval,SA,2,Aiden Markram,17,13,30,2,0,130.76,False
82,2022,1298174,NED v SA,NED,SA,Adelaide Oval,SA,2,David Miller,17,17,28,1,0,100.00,False
83,2022,1298174,NED v SA,NED,SA,Adelaide Oval,SA,2,Heinrich Klaasen,21,18,27,0,1,116.66,False
84,2022,1298174,NED v SA,NED,SA,Adelaide Oval,SA,2,Wayne Parnell,0,2,3,0,0,0.00,False
85,2022,1298174,NED v SA,NED,SA,Adelaide Oval,SA,2,Keshav Maharaj,13,12,20,0,1,108.33,False
86,2022,1298174,NED v SA,NED,SA,Adelaide Oval,SA,2,Kagiso Rabada,9,8,13,0,0,112.50,True
87,2022,1298174,NED v SA,NED,SA,Adelaide Oval,SA,2,Anrich Nortje,4,1,2,1,0,400.00,True
88,2022,1298173,ENG v SL,SL,ENG,Sydney Cricket Ground,SL,1,Pathum Nissanka,67,45,70,2,5,148.88,False
89,2022,1298173,ENG v SL,SL,ENG,Sydney Cricket Ground,SL,1,Kusal Mendis,18,14,21,1,1,128.57,False
90,2022,1298173,ENG v SL,SL,ENG,Sydney Cricket Ground,SL,1,Dhananjaya de Silva,9,11,17,0,0,81.81,False
91,2022,1298173,ENG v SL,SL,ENG,Sydney Cricket Ground,SL,1,Charith Asalanka,8,9,15,0,0,88.88,False
92,2022,1298173,ENG v SL,SL,ENG,Sydney Cricket Ground,SL,1,Bhanuka Rajapaksa,22,22,41,3,0,100.00,False
93,2022,1298173,ENG v SL,SL,ENG,Sydney Cricket Ground,SL,1,Dasun Shanaka,3,8,12,0,0,37.50,False
94,2022,1298173,ENG v SL,SL,ENG,Sydney Cricket Ground,SL,1,Wanindu Hasaranga de Silva,9,9,13,1,0,100.00,False
95,2022,1298173,ENG v SL,SL,ENG,Sydney Cricket Ground,SL,1,Chamika Karunaratne,0,2,3,0,0,0.00,False
96,2022,1298173,ENG v SL,SL,ENG,Sydney Cricket Ground,SL,1,Maheesh Theekshana,0,0,2,0,0,-,True
97,2022,1298173,ENG v SL,SL,ENG,Sydney Cricket Ground,ENG,2,Jos Buttler,28,23,35,2,1,121.73,False
98,2022,1298173,ENG v SL,SL,ENG,Sydney Cricket Ground,ENG,2,Alex Hales,47,30,42,7,1,156.66,False
99,2022,1298173,ENG v SL,SL,ENG,Sydney Cricket Ground,ENG,2,Ben Stokes,42,36,59,2,0,116.66,True
100,2022,1298173,ENG v SL,SL,ENG,Sydney Cricket Ground,ENG,2,Harry Brook,4,5,9,0,0,80.00,False
101,2022,1298173,ENG v SL,SL,ENG,Sydney Cricket Ground,ENG,2,Liam Livingstone,4,6,10,0,0,66.66,False
102,2022,1298173,ENG v SL,SL,ENG,Sydney Cricket Ground,ENG,2,Moeen Ali,1,5,8,0,0,20.00,False
103,2022,1298173,ENG v SL,SL,ENG,Sydney Cricket Ground,ENG,2,Sam Curran,6,11,16,0,0,54.54,False
104,2022,1298173,ENG v SL,SL,ENG,Sydney Cricket Ground,ENG,2,Chris Woakes,5,3,11,1,0,166.66,True
105,2022,1298172,AUS v AFG,AUS,AFG,Adelaide Oval,AUS,1,David Warner,25,18,28,5,0,138.88,False
106,2022,1298172,AUS v AFG,AUS,AFG,Adelaide Oval,AUS,1,Cameron Green,3,2,12,0,0,150.00,False
107,2022,1298172,AUS v AFG,AUS,AFG,Adelaide Oval,AUS,1,Mitchell Marsh,45,30,42,3,2,150.00,False
108,2022,1298172,AUS v AFG,AUS,AFG,Adelaide Oval,AUS,1,Steven Smith,4,4,6,1,0,100.00,False
109,2022,1298172,AUS v AFG,AUS,AFG,Adelaide Oval,AUS,1,Marcus Stoinis,25,21,41,0,2,119.04,False
110,2022,1298172,AUS v AFG,AUS,AFG,Adelaide Oval,AUS,1,Glenn Maxwell,54,32,46,6,2,168.75,True
111,2022,1298172,AUS v AFG,AUS,AFG,Adelaide Oval,AUS,1,Matthew Wade,6,8,14,1,0,75.00,False
112,2022,1298172,AUS v AFG,AUS,AFG,Adelaide Oval,AUS,1,Pat Cummins,0,2,4,0,0,0.00,False
113,2022,1298172,AUS v AFG,AUS,AFG,Adelaide Oval,AUS,1,Kane Richardson,1,1,6,0,0,100.00,False
114,2022,1298172,AUS v AFG,AUS,AFG,Adelaide Oval,AUS,1,Adam Zampa,1,1,5,0,0,100.00,True
115,2022,1298172,AUS v AFG,AUS,AFG,Adelaide Oval,AFG,2,Rahmanullah Gurbaz,30,17,31,2,2,176.47,False
116,2022,1298172,AUS v AFG,AUS,AFG,Adelaide Oval,AFG,2,Usman Ghani,2,7,16,0,0,28.57,False
117,2022,1298172,AUS v AFG,AUS,AFG,Adelaide Oval,AFG,2,Ibrahim Zadran,26,33,55,2,0,78.78,False
118,2022,1298172,AUS v AFG,AUS,AFG,Adelaide Oval,AFG,2,Gulbadin Naib,39,23,38,3,2,169.56,False
119,2022,1298172,AUS v AFG,AUS,AFG,Adelaide Oval,AFG,2,Mohammad Nabi,1,2,10,0,0,50.00,False
120,2022,1298172,AUS v AFG,AUS,AFG,Adelaide Oval,AFG,2,Najibullah Zadran,0,2,3,0,0,0.00,False
121,2022,1298172,AUS v AFG,AUS,AFG,Adelaide Oval,AFG,2,Darwish Rasooli,15,13,28,1,0,115.38,False
122,2022,1298172,AUS v AFG,AUS,AFG,Adelaide Oval,AFG,2,Rashid Khan,48,23,27,3,4,208.69,True
123,2022,1298172,AUS v AFG,AUS,AFG,Adelaide Oval,AFG,2,Naveen-ul-Haq,0,0,4,0,0,-,True
124,2022,1298171,IRE v NZ,NZ,IRE,Adelaide Oval,NZ,1,Finn Allen,32,18,30,5,1,177.77,False
125,2022,1298171,IRE v NZ,NZ,IRE,Adelaide Oval,NZ,1,Devon Conway,28,33,55,2,0,84.84,False
126,2022,1298171,IRE v NZ,NZ,IRE,Adelaide Oval,NZ,1,Kane Williamson,61,35,59,5,3,174.28,False
127,2022,1298171,IRE v NZ,NZ,IRE,Adelaide Oval,NZ,1,Glenn Phillips,17,9,9,2,1,188.88,False
128,2022,1298171,IRE v NZ,NZ,IRE,Adelaide Oval,NZ,1,Daryl Mitchell,31,21,35,2,0,147.61,True
129,2022,1298171,IRE v NZ,NZ,IRE,Adelaide Oval,NZ,1,James Neesham,0,1,3,0,0,0.00,False
130,2022,1298171,IRE v NZ,NZ,IRE,Adelaide Oval,NZ,1,Mitchell Santner,0,1,2,0,0,0.00,False
131,2022,1298171,IRE v NZ,NZ,IRE,Adelaide Oval,NZ,1,Tim Southee,1,2,7,0,0,50.00,True
132,2022,1298171,IRE v NZ,NZ,IRE,Adelaide Oval,IRE,2,Paul Stirling,37,27,39,3,1,137.03,False
133,2022,1298171,IRE v NZ,NZ,IRE,Adelaide Oval,IRE,2,Andy Balbirnie,30,25,36,0,3,120.00,False
134,2022,1298171,IRE v NZ,NZ,IRE,Adelaide Oval,IRE,2,Lorcan Tucker,13,14,30,0,0,92.85,False
135,2022,1298171,IRE v NZ,NZ,IRE,Adelaide Oval,IRE,2,Harry Tector,2,7,4,0,0,28.57,False
136,2022,1298171,IRE v NZ,NZ,IRE,Adelaide Oval,IRE,2,Gareth Delany,10,8,12,2,0,125.00,False
137,2022,1298171,IRE v NZ,NZ,IRE,Adelaide Oval,IRE,2,George Dockrell,23,15,24,3,0,153.33,False
138,2022,1298171,IRE v NZ,NZ,IRE,Adelaide Oval,IRE,2,Curtis Campher,7,7,10,1,0,100.00,False
139,2022,1298171,IRE v NZ,NZ,IRE,Adelaide Oval,IRE,2,Fionn Hand,5,3,7,1,0,166.66,False
140,2022,1298171,IRE v NZ,NZ,IRE,Adelaide Oval,IRE,2,Mark Adair,4,5,9,0,0,80.00,False
141,2022,1298171,IRE v NZ,NZ,IRE,Adelaide Oval,IRE,2,Barry McCarthy,6,5,10,0,0,120.00,True
142,2022,1298171,IRE v NZ,NZ,IRE,Adelaide Oval,IRE,2,Josh Little,8,4,3,0,1,200.00,True
143,2022,1298170,PAK v SA,PAK,SA,Sydney Cricket Ground,PAK,1,Mohammad Rizwan,4,4,4,1,0,100.00,False
144,2022,1298170,PAK v SA,PAK,SA,Sydney Cricket Ground,PAK,1,Babar Azam,6,15,29,0,0,40.00,False
145,2022,1298170,PAK v SA,PAK,SA,Sydney Cricket Ground,PAK,1,Mohammad Haris,28,11,19,2,3,254.54,False
146,2022,1298170,PAK v SA,PAK,SA,Sydney Cricket Ground,PAK,1,Shan Masood,2,6,11,0,0,33.33,False
147,2022,1298170,PAK v SA,PAK,SA,Sydney Cricket Ground,PAK,1,Iftikhar Ahmed,51,35,73,3,2,145.71,False
148,2022,1298170,PAK v SA,PAK,SA,Sydney Cricket Ground,PAK,1,Mohammad Nawaz,28,22,32,4,1,127.27,False
149,2022,1298170,PAK v SA,PAK,SA,Sydney Cricket Ground,PAK,1,Shadab Khan,52,22,31,3,4,236.36,False
150,2022,1298170,PAK v SA,PAK,SA,Sydney Cricket Ground,PAK,1,Mohammad Wasim,0,1,1,0,0,0.00,False
151,2022,1298170,PAK v SA,PAK,SA,Sydney Cricket Ground,PAK,1,Naseem Shah,5,3,3,0,0,166.66,True
152,2022,1298170,PAK v SA,PAK,SA,Sydney Cricket Ground,PAK,1,Haris Rauf,3,2,2,0,0,150.00,False
153,2022,1298170,PAK v SA,PAK,SA,Sydney Cricket Ground,SA,2,Temba Bavuma,36,19,39,4,1,189.47,False
154,2022,1298170,PAK v SA,PAK,SA,Sydney Cricket Ground,SA,2,Quinton de Kock,0,5,6,0,0,0.00,False
155,2022,1298170,PAK v SA,PAK,SA,Sydney Cricket Ground,SA,2,Rilee Rossouw,7,6,10,0,1,116.66,False
156,2022,1298170,PAK v SA,PAK,SA,Sydney Cricket Ground,SA,2,Aiden Markram,20,14,28,4,0,142.85,False
157,2022,1298170,PAK v SA,PAK,SA,Sydney Cricket Ground,SA,2,Heinrich Klaasen,15,9,18,3,0,166.66,False
158,2022,1298170,PAK v SA,PAK,SA,Sydney Cricket Ground,SA,2,Tristan Stubbs,18,18,28,0,1,100.00,False
159,2022,1298170,PAK v SA,PAK,SA,Sydney Cricket Ground,SA,2,Wayne Parnell,3,4,9,0,0,75.00,False
160,2022,1298170,PAK v SA,PAK,SA,Sydney Cricket Ground,SA,2,Kagiso Rabada,1,2,11,0,0,50.00,False
161,2022,1298170,PAK v SA,PAK,SA,Sydney Cricket Ground,SA,2,Anrich Nortje,1,5,8,0,0,20.00,False
162,2022,1298170,PAK v SA,PAK,SA,Sydney Cricket Ground,SA,2,Lungi Ngidi,4,1,5,1,0,400.00,True
163,2022,1298170,PAK v SA,PAK,SA,Sydney Cricket Ground,SA,2,Tabraiz Shamsi,1,1,3,0,0,100.00,True
164,2022,1298169,BAN v INDIA,INDIA,BAN,Adelaide Oval,INDIA,1,KL Rahul,50,32,49,3,4,156.25,False
165,2022,1298169,BAN v INDIA,INDIA,BAN,Adelaide Oval,INDIA,1,Rohit Sharma,2,8,18,0,0,25.00,False
166,2022,1298169,BAN v INDIA,INDIA,BAN,Adelaide Oval,INDIA,1,Virat Kohli,64,44,84,8,1,145.45,True
167,2022,1298169,BAN v INDIA,INDIA,BAN,Adelaide Oval,INDIA,1,Suryakumar Yadav,30,16,18,4,0,187.50,False
168,2022,1298169,BAN v INDIA,INDIA,BAN,Adelaide Oval,INDIA,1,Hardik Pandya,5,6,8,0,0,83.33,False
169,2022,1298169,BAN v INDIA,INDIA,BAN,Adelaide Oval,INDIA,1,Dinesh Karthik,7,5,12,1,0,140.00,False
170,2022,1298169,BAN v INDIA,INDIA,BAN,Adelaide Oval,INDIA,1,Axar Patel,7,6,6,1,0,116.66,False
171,2022,1298169,BAN v INDIA,INDIA,BAN,Adelaide Oval,INDIA,1,Ravichandran Ashwin,13,6,9,1,1,216.66,True
172,2022,1298169,BAN v INDIA,INDIA,BAN,Adelaide Oval,BAN,2,Najmul Hossain Shanto,21,25,50,1,1,84.00,False
173,2022,1298169,BAN v INDIA,INDIA,BAN,Adelaide Oval,BAN,2,Litton Das,60,27,40,7,3,222.22,False
174,2022,1298169,BAN v INDIA,INDIA,BAN,Adelaide Oval,BAN,2,Shakib Al Hasan,13,12,24,2,0,108.33,False
175,2022,1298169,BAN v INDIA,INDIA,BAN,Adelaide Oval,BAN,2,Afif Hossain,3,5,12,0,0,60.00,False
176,2022,1298169,BAN v INDIA,INDIA,BAN,Adelaide Oval,BAN,2,Yasir Ali,1,3,8,0,0,33.33,False
177,2022,1298169,BAN v INDIA,INDIA,BAN,Adelaide Oval,BAN,2,Nurul Hasan,25,14,29,2,1,178.57,True
178,2022,1298169,BAN v INDIA,INDIA,BAN,Adelaide Oval,BAN,2,Mosaddek Hossain,6,3,4,0,1,200.00,False
179,2022,1298169,BAN v INDIA,INDIA,BAN,Adelaide Oval,BAN,2,Taskin Ahmed,12,7,22,1,1,171.42,True
180,2022,1298168,NED v ZIM,ZIM,NED,Adelaide Oval,ZIM,1,Wessly Madhevere,1,5,9,0,0,20.00,False
181,2022,1298168,NED v ZIM,ZIM,NED,Adelaide Oval,ZIM,1,Craig Ervine,3,12,18,0,0,25.00,False
182,2022,1298168,NED v ZIM,ZIM,NED,Adelaide Oval,ZIM,1,Regis Chakabva,5,16,18,1,0,31.25,False
183,2022,1298168,NED v ZIM,ZIM,NED,Adelaide Oval,ZIM,1,Sean Williams,28,23,39,3,0,121.73,False
184,2022,1298168,NED v ZIM,ZIM,NED,Adelaide Oval,ZIM,1,Sikandar Raza,40,24,46,3,3,166.66,False
185,2022,1298168,NED v ZIM,ZIM,NED,Adelaide Oval,ZIM,1,Milton Shumba,2,3,6,0,0,66.66,False
186,2022,1298168,NED v ZIM,ZIM,NED,Adelaide Oval,ZIM,1,Ryan Burl,2,7,19,0,0,28.57,False
187,2022,1298168,NED v ZIM,ZIM,NED,Adelaide Oval,ZIM,1,Luke Jongwe,6,8,12,0,0,75.00,False
188,2022,1298168,NED v ZIM,ZIM,NED,Adelaide Oval,ZIM,1,Richard Ngarava,9,7,12,0,1,128.57,False
